Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2025-01-01T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,174.13,217.43,68.72,68.72,coordinador.cl,false,""
2025-01-01T01:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,187.19,232.14,66.37,66.37,coordinador.cl,false,""
2025-01-01T02:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,186.23,231.24,66.54,66.54,coordinador.cl,false,""
2025-01-01T03:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,178.54,222.95,67.92,67.92,coordinador.cl,false,""
2025-01-01T04:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,195.41,242.11,64.89,64.89,coordinador.cl,false,""
2025-01-01T05:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,215.67,265.05,61.25,61.25,coordinador.cl,false,""
2025-01-01T06:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,221.0,271.05,60.3,60.3,coordinador.cl,false,""
2025-01-01T07:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,224.83,275.38,59.61,59.61,coordinador.cl,false,""
2025-01-01T08:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,222.71,272.96,59.99,59.99,coordinador.cl,false,""
2025-01-01T09:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,226.02,276.76,59.39,59.39,coordinador.cl,false,""
2025-01-01T10:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,178.46,225.62,67.94,67.94,coordinador.cl,false,""
2025-01-01T11:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,108.06,152.74,80.59,80.59,coordinador.cl,false,""
2025-01-01T12:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,72.57,116.1,86.96,86.96,coordinador.cl,false,""
2025-01-01T13:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,67.22,111.13,87.92,87.92,coordinador.cl,false,""
2025-01-01T14:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,65.04,109.32,88.31,88.31,coordinador.cl,false,""
2025-01-01T15:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,64.82,109.17,88.35,88.35,coordinador.cl,false,""
2025-01-01T16:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,64.2,108.18,88.47,88.47,coordinador.cl,false,""
2025-01-01T17:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,63.31,106.43,88.63,88.63,coordinador.cl,false,""
2025-01-01T18:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,63.86,106.03,88.53,88.53,coordinador.cl,false,""
2025-01-01T19:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,64.99,107.03,88.32,88.32,coordinador.cl,false,""
2025-01-01T20:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,63.08,104.88,88.67,88.67,coordinador.cl,false,""
2025-01-01T21:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,87.81,130.67,84.22,84.22,coordinador.cl,false,""
2025-01-01T22:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,135.28,180.02,75.7,75.7,coordinador.cl,false,""
2025-01-01T23:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,146.4,186.09,73.7,73.7,coordinador.cl,false,""
2025-01-02T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,151.48,191.58,72.78,72.78,coordinador.cl,false,""
2025-01-02T01:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,150.56,190.96,72.95,72.95,coordinador.cl,false,""
2025-01-02T02:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,160.17,202.09,71.22,71.22,coordinador.cl,false,""
2025-01-02T03:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,173.38,217.23,68.85,68.85,coordinador.cl,false,""
2025-01-02T04:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,167.71,210.82,69.87,69.87,coordinador.cl,false,""
2025-01-02T05:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,165.53,208.48,70.26,70.26,coordinador.cl,false,""
2025-01-02T06:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,176.22,220.71,68.34,68.34,coordinador.cl,false,""
2025-01-02T07:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,193.27,239.92,65.28,65.28,coordinador.cl,false,""
2025-01-02T08:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,191.1,237.51,65.67,65.67,coordinador.cl,false,""
2025-01-02T09:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,199.02,246.65,64.24,64.24,coordinador.cl,false,""
2025-01-02T10:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,161.62,207.37,70.96,70.96,coordinador.cl,false,""
2025-01-02T11:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,82.14,124.86,85.24,85.24,coordinador.cl,false,""
2025-01-02T12:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,51.55,93.41,90.74,90.74,coordinador.cl,false,""
2025-01-02T13:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,39.84,81.03,92.84,92.84,coordinador.cl,false,""
2025-01-02T14:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,39.03,80.81,92.99,92.99,coordinador.cl,false,""
2025-01-02T15:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,38.87,80.6,93.02,93.02,coordinador.cl,false,""
2025-01-02T16:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,39.5,80.63,92.9,92.9,coordinador.cl,false,""
2025-01-02T17:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,43.41,83.94,92.2,92.2,coordinador.cl,false,""
2025-01-02T18:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,49.01,89.6,91.2,91.2,coordinador.cl,false,""
2025-01-02T19:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,51.32,92.29,90.78,90.78,coordinador.cl,false,""
2025-01-02T20:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,53.71,94.2,90.35,90.35,coordinador.cl,false,""
2025-01-02T21:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,77.54,119.23,86.07,86.07,coordinador.cl,false,""
2025-01-02T22:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,127.78,171.39,77.04,77.04,coordinador.cl,false,""
2025-01-02T23:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,187.96,233.7,66.23,66.23,coordinador.cl,false,""
2025-01-03T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,196.78,243.6,64.65,64.65,coordinador.cl,false,""
2025-01-03T01:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,208.51,257.21,62.54,62.54,coordinador.cl,false,""
2025-01-03T02:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,221.83,272.16,60.15,60.15,coordinador.cl,false,""
2025-01-03T03:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,213.69,262.65,61.61,61.61,coordinador.cl,false,""
2025-01-03T04:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,210.14,258.74,62.25,62.25,coordinador.cl,false,""
2025-01-03T05:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,219.38,269.37,60.59,60.59,coordinador.cl,false,""
2025-01-03T06:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,226.21,277.08,59.36,59.36,coordinador.cl,false,""
2025-01-03T07:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,231.31,282.79,58.44,58.44,coordinador.cl,false,""
2025-01-03T08:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,237.66,290.02,57.3,57.3,coordinador.cl,false,""
2025-01-03T09:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,234.7,286.62,57.83,57.83,coordinador.cl,false,""
2025-01-03T10:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,202.88,253.32,63.55,63.55,coordinador.cl,false,""
2025-01-03T11:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,112.96,159.41,79.7,79.7,coordinador.cl,false,""
2025-01-03T12:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,61.99,105.81,88.86,88.86,coordinador.cl,false,""
2025-01-03T13:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,56.81,101.28,89.79,89.79,coordinador.cl,false,""
2025-01-03T14:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,62.89,108.7,88.7,88.7,coordinador.cl,false,""
2025-01-03T15:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,68.84,115.14,87.63,87.63,coordinador.cl,false,""
2025-01-03T16:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,67.97,113.42,87.79,87.79,coordinador.cl,false,""
2025-01-03T17:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,72.79,117.61,86.92,86.92,coordinador.cl,false,""
2025-01-03T18:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,75.83,120.0,86.38,86.38,coordinador.cl,false,""
2025-01-03T19:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,82.54,127.34,85.17,85.17,coordinador.cl,false,""
2025-01-03T20:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,92.85,137.93,83.32,83.32,coordinador.cl,false,""
2025-01-03T21:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,111.7,157.89,79.93,79.93,coordinador.cl,false,""
2025-01-03T22:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,165.62,214.6,70.25,70.25,coordinador.cl,false,""
2025-01-03T23:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,222.48,273.99,60.03,60.03,coordinador.cl,false,""
2025-01-04T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,235.56,288.56,57.68,57.68,coordinador.cl,false,""
2025-01-04T01:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,231.73,283.97,58.37,58.37,coordinador.cl,false,""
2025-01-04T02:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,224.61,275.71,59.65,59.65,coordinador.cl,false,""
2025-01-04T03:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,231.55,283.53,58.4,58.4,coordinador.cl,false,""
2025-01-04T04:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,238.61,291.57,57.13,57.13,coordinador.cl,false,""
2025-01-04T05:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,245.32,299.33,55.93,55.93,coordinador.cl,false,""
2025-01-04T06:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,247.89,302.41,55.46,55.46,coordinador.cl,false,""
2025-01-04T07:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,252.2,307.31,54.69,54.69,coordinador.cl,false,""
2025-01-04T08:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,254.13,309.59,54.34,54.34,coordinador.cl,false,""
2025-01-04T09:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,262.04,318.77,52.92,52.92,coordinador.cl,false,""
2025-01-04T10:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,213.72,266.52,61.6,61.6,coordinador.cl,false,""
2025-01-04T11:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,124.36,171.32,77.66,77.66,coordinador.cl,false,""
2025-01-04T12:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,71.7,116.78,87.12,87.12,coordinador.cl,false,""
2025-01-04T13:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,50.56,95.06,90.92,90.92,coordinador.cl,false,""
2025-01-04T14:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,48.8,93.41,91.23,91.23,coordinador.cl,false,""
2025-01-04T15:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,47.08,91.59,91.54,91.54,coordinador.cl,false,""
2025-01-04T16:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,48.12,92.48,91.35,91.35,coordinador.cl,false,""
2025-01-04T17:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,50.66,93.69,90.9,90.9,coordinador.cl,false,""
2025-01-04T18:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,59.11,102.03,89.38,89.38,coordinador.cl,false,""
2025-01-04T19:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,60.6,103.15,89.11,89.11,coordinador.cl,false,""
2025-01-04T20:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,75.55,118.92,86.43,86.43,coordinador.cl,false,""
2025-01-04T21:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,103.52,147.87,81.4,81.4,coordinador.cl,false,""
2025-01-04T22:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,149.82,196.51,73.08,73.08,coordinador.cl,false,""
2025-01-04T23:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,199.79,247.37,64.11,64.11,coordinador.cl,false,""
2025-01-05T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,214.98,264.39,61.38,61.38,coordinador.cl,false,""
2025-01-05T01:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,225.16,276.23,59.55,59.55,coordinador.cl,false,""
2025-01-05T02:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,226.33,277.28,59.34,59.34,coordinador.cl,false,""
2025-01-05T03:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,211.46,260.48,62.01,62.01,coordinador.cl,false,""
2025-01-05T04:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,210.45,259.35,62.19,62.19,coordinador.cl,false,""
2025-01-05T05:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,212.43,261.42,61.84,61.84,coordinador.cl,false,""
2025-01-05T06:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,202.73,250.39,63.58,63.58,coordinador.cl,false,""
2025-01-05T07:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,211.4,260.46,62.02,62.02,coordinador.cl,false,""
2025-01-05T08:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,205.82,253.98,63.02,63.02,coordinador.cl,false,""
2025-01-05T09:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,213.91,263.18,61.57,61.57,coordinador.cl,false,""
2025-01-05T10:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,186.79,235.32,66.44,66.44,coordinador.cl,false,""
2025-01-05T11:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,114.59,159.68,79.41,79.41,coordinador.cl,false,""
2025-01-05T12:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,70.7,114.64,87.3,87.3,coordinador.cl,false,""
2025-01-05T13:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,60.74,104.82,89.09,89.09,coordinador.cl,false,""
2025-01-05T14:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,54.2,98.13,90.26,90.26,coordinador.cl,false,""
2025-01-05T15:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,53.62,97.86,90.37,90.37,coordinador.cl,false,""
2025-01-05T16:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,52.71,96.51,90.53,90.53,coordinador.cl,false,""
2025-01-05T17:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,52.0,94.93,90.66,90.66,coordinador.cl,false,""
2025-01-05T18:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,52.8,95.32,90.51,90.51,coordinador.cl,false,""
2025-01-05T19:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,61.15,104.41,89.01,89.01,coordinador.cl,false,""
2025-01-05T20:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,68.1,110.9,87.77,87.77,coordinador.cl,false,""
2025-01-05T21:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,87.75,130.68,84.23,84.23,coordinador.cl,false,""
2025-01-05T22:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,154.24,200.87,72.29,72.29,coordinador.cl,false,""
2025-01-05T23:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,206.41,255.59,62.92,62.92,coordinador.cl,false,""
2025-01-06T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,223.16,274.47,59.91,59.91,coordinador.cl,false,""
2025-01-06T01:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,227.74,279.74,59.08,59.08,coordinador.cl,false,""
2025-01-06T02:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,217.16,267.58,60.99,60.99,coordinador.cl,false,""
2025-01-06T03:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,212.42,262.05,61.84,61.84,coordinador.cl,false,""
2025-01-06T04:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,212.86,262.61,61.76,61.76,coordinador.cl,false,""
2025-01-06T05:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,224.44,275.74,59.68,59.68,coordinador.cl,false,""
2025-01-06T06:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,228.49,280.55,58.95,58.95,coordinador.cl,false,""
2025-01-06T07:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,226.27,278.36,59.35,59.35,coordinador.cl,false,""
2025-01-06T08:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,232.87,285.97,58.16,58.16,coordinador.cl,false,""
2025-01-06T09:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,249.64,305.15,55.15,55.15,coordinador.cl,false,""
2025-01-06T10:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,224.9,279.34,59.59,59.59,coordinador.cl,false,""
2025-01-06T11:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,129.91,178.73,76.66,76.66,coordinador.cl,false,""
2025-01-06T12:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,88.03,135.52,84.19,84.19,coordinador.cl,false,""
2025-01-06T13:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,73.75,120.64,86.75,86.75,coordinador.cl,false,""
2025-01-06T14:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,74.81,122.12,86.56,86.56,coordinador.cl,false,""
2025-01-06T15:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,73.57,120.4,86.78,86.78,coordinador.cl,false,""
2025-01-06T16:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,70.19,115.89,87.39,87.39,coordinador.cl,false,""
2025-01-06T17:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,78.26,124.1,85.94,85.94,coordinador.cl,false,""
2025-01-06T18:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,79.46,124.93,85.72,85.72,coordinador.cl,false,""
2025-01-06T19:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,90.29,136.44,83.78,83.78,coordinador.cl,false,""
2025-01-06T20:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,87.14,132.41,84.34,84.34,coordinador.cl,false,""
2025-01-06T21:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,105.98,152.13,80.96,80.96,coordinador.cl,false,""
2025-01-06T22:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,143.71,189.96,74.18,74.18,coordinador.cl,false,""
2025-01-06T23:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,203.88,252.38,63.37,63.37,coordinador.cl,false,""
2025-01-07T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,211.24,260.43,62.05,62.05,coordinador.cl,false,""
2025-01-07T01:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,214.08,263.89,61.54,61.54,coordinador.cl,false,""
2025-01-07T02:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,216.44,266.73,61.11,61.11,coordinador.cl,false,""
2025-01-07T03:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,216.31,266.62,61.14,61.14,coordinador.cl,false,""
2025-01-07T04:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,239.84,293.22,56.91,56.91,coordinador.cl,false,""
2025-01-07T05:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,246.58,300.68,55.7,55.7,coordinador.cl,false,""
2025-01-07T06:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,240.96,294.3,56.71,56.71,coordinador.cl,false,""
2025-01-07T07:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,239.0,292.1,57.06,57.06,coordinador.cl,false,""
2025-01-07T08:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,239.28,292.49,57.01,57.01,coordinador.cl,false,""
2025-01-07T09:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,240.21,293.66,56.84,56.84,coordinador.cl,false,""
2025-01-07T10:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,225.88,279.39,59.42,59.42,coordinador.cl,false,""
2025-01-07T11:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,116.56,163.19,79.06,79.06,coordinador.cl,false,""
2025-01-07T12:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,66.22,110.47,88.1,88.1,coordinador.cl,false,""
2025-01-07T13:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,71.76,117.72,87.11,87.11,coordinador.cl,false,""
2025-01-07T14:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,73.1,120.09,86.87,86.87,coordinador.cl,false,""
2025-01-07T15:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,71.0,118.14,87.24,87.24,coordinador.cl,false,""
2025-01-07T16:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,74.23,120.86,86.66,86.66,coordinador.cl,false,""
2025-01-07T17:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,66.53,111.26,88.05,88.05,coordinador.cl,false,""
2025-01-07T18:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,74.45,119.52,86.63,86.63,coordinador.cl,false,""
2025-01-07T19:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,74.34,118.57,86.64,86.64,coordinador.cl,false,""
2025-01-07T20:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,74.27,117.97,86.66,86.66,coordinador.cl,false,""
2025-01-07T21:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,87.7,131.01,84.24,84.24,coordinador.cl,false,""
2025-01-07T22:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,129.32,173.8,76.77,76.77,coordinador.cl,false,""
2025-01-07T23:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,179.54,224.81,67.74,67.74,coordinador.cl,false,""
2025-01-08T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,193.45,240.21,65.25,65.25,coordinador.cl,false,""
2025-01-08T01:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,203.05,251.22,63.52,63.52,coordinador.cl,false,""
2025-01-08T02:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,193.31,240.22,65.27,65.27,coordinador.cl,false,""
2025-01-08T03:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,212.45,262.1,61.83,61.83,coordinador.cl,false,""
2025-01-08T04:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,226.25,277.8,59.35,59.35,coordinador.cl,false,""
2025-01-08T05:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,230.82,282.83,58.53,58.53,coordinador.cl,false,""
2025-01-08T06:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,227.21,278.83,59.18,59.18,coordinador.cl,false,""
2025-01-08T07:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,228.18,280.06,59.01,59.01,coordinador.cl,false,""
2025-01-08T08:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,227.26,279.29,59.17,59.17,coordinador.cl,false,""
2025-01-08T09:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,229.95,282.72,58.69,58.69,coordinador.cl,false,""
2025-01-08T10:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,212.26,265.19,61.87,61.87,coordinador.cl,false,""
2025-01-08T11:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,117.75,164.65,78.85,78.85,coordinador.cl,false,""
2025-01-08T12:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,62.0,106.32,88.86,88.86,coordinador.cl,false,""
2025-01-08T13:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,56.25,101.34,89.89,89.89,coordinador.cl,false,""
2025-01-08T14:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,56.22,101.39,89.9,89.9,coordinador.cl,false,""
2025-01-08T15:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,56.41,101.14,89.87,89.87,coordinador.cl,false,""
2025-01-08T16:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,56.49,99.79,89.85,89.85,coordinador.cl,false,""
2025-01-08T17:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,53.9,95.8,90.32,90.32,coordinador.cl,false,""
2025-01-08T18:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,55.88,96.73,89.96,89.96,coordinador.cl,false,""
2025-01-08T19:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,64.13,105.17,88.48,88.48,coordinador.cl,false,""
2025-01-08T20:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,75.14,116.94,86.5,86.5,coordinador.cl,false,""
2025-01-08T21:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,109.07,153.97,80.41,80.41,coordinador.cl,false,""
2025-01-08T22:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,152.26,198.81,72.65,72.65,coordinador.cl,false,""
2025-01-08T23:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,190.27,235.31,65.82,65.82,coordinador.cl,false,""
2025-01-09T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,203.69,249.91,63.41,63.41,coordinador.cl,false,""
2025-01-09T01:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,211.84,259.54,61.94,61.94,coordinador.cl,false,""
2025-01-09T02:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,224.37,274.32,59.69,59.69,coordinador.cl,false,""
2025-01-09T03:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,226.73,277.49,59.27,59.27,coordinador.cl,false,""
2025-01-09T04:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,231.06,282.72,58.49,58.49,coordinador.cl,false,""
2025-01-09T05:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,231.06,282.62,58.49,58.49,coordinador.cl,false,""
