Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2025-01-01T00:00:00.000000,Chile,Sistema Eléctrico Nacional,CL-SEN,205.49,259.28,63.08,63.08, coordinador.cl; Electricity Maps Estimation,false,""
